STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2016-09",,,"1023","U","177",",U",,,,,,,,,"0",",U","0",",U","0",",U","23",",U","1",",U","42",",U,22,+",,,,,,,"92",",U,18,",,,"102","U","85",",U",,,,,,,,,"68.1",",U","77.0",",,,U","59.1",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2016-10",,,"1040","U","17",",U",,,,,,,,,"0",",U","0",",U","0",",U","6",",U","0",",U","41",",U,03,",,,,,,,"81",",U,08,",,,"371","U","268",",U",,,,,,,,,"56.9",",U","63.2",",,,U","50.6",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2016-11",,,"1053","U","13",",U",,,,,,,,,"0",",U","0",",U","0",",U","7",",U","0",",U","36",",U,30,+",,,,,,,"76",",U,10,",,,"761","U","390",",U",,,,,,,,,"52.4",",U","58.1",",,,U","46.8",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2016-12",,,"1053","U","0",",U",,,,,,,,,"0",",U","9",",U","0",",U","0",",U","0",",U","28",",U,18,",,,,,,,"65",",U,29,",,,"1381","U","620",",U",,,,,,,,,"45.0",",U","50.8",",,,U","39.2",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-01",,,"0","U","0","2,U",,,,,,,,,"0","1,U","8","1,U","0","1,U","0","1,U","0","1,U","28","1,U,05,",,,,,,,"69","1,U,30,",,,"2037","U","656","1,U",,,,,,,,,"42.2","2,U","47.0","1,,,U","37.4","1,,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-02",,,"0","U","0",",U",,,,,,,,,"0",",U","7",",U","0",",U","0",",U","0",",U","26",",U,23,",,,,,,,"65",",U,14,",,,"2637","U","600",",U",,,,,,,,,"43.6",",U","48.3",",,,U","38.8",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-03",,,"1","U","1",",U",,,,,,,,,"0",",U","2",",U","0",",U","2",",U","0",",U","29",",U,05,",,,,,,,"75",",U,13,",,,"3102","U","465",",U",,,,,,,,,"50.1",",U","56.4",",,,U","43.7",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-04",,,"1","U","0",",U",,,,,,,,,"0",",U","1",",U","0",",U","1",",U","0",",U","31",",U,14,",,,,,,,"71",",U,30,",,,"3585","U","483",",U",,,,,,,,,"48.9",",U","55.4",",,,U","42.4",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-05",,,"53","U","52",",U",,,,,,,,,"0",",U","0",",U","0",",U","14",",U","0",",U","33",",U,13,",,,,,,,"83",",U,23,",,,"3851","U","266",",U",,,,,,,,,"58.1",",U","66.1",",,,U","50.1",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-06",,,"256","U","202",",U",,,,,,,,,"0",",U","0",",U","0",",U","23",",U","7",",U","39",",U,11,",,,,,,,"94",",U,21,+",,,"3957","U","106",",U",,,,,,,,,"68.2",",U","76.5",",,,U","59.9",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-07",,,"607","U","351",",U",,,,,,,,,"0",",U","0",",U","0",",U","31",",U","3",",U","59",",U,01,",,,,,,,"94",",U,07,",,,"0","U","0",",U",,,,,,,,,"76.3",",U","83.8",",,,U","68.8",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-08",,,"956","U","349",",U",,,,,,,,,"0",",U","0",",U","0",",U","29",",U","8",",U","53",",U,14,",,,,,,,"98",",U,28,",,,"9","U","9",",U",,,,,,,,,"76.0",",U","83.2",",,,U","68.8",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-09",,,"1100","U","144",",U",,,,,,,,,"0",",U","0",",U","0",",U","19",",U","3",",U","41",",U,22,+",,,,,,,"99",",U,02,",,,"118","U","109",",U",,,,,,,,,"66.2",",U","74.1",",,,U","58.2",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-10",,,"1186","U","87",",U",,,,,,,,,"0",",U","0",",U","0",",U","18",",U","0",",U","40",",U,31,+",,,,,,,"87",",U,24,",,,"283","U","165",",U",,,,,,,,,"62.5",",U","70.6",",,,U","54.4",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-11",,,"1196","U","9",",U",,,,,,,,,"0",",U","0",",U","0",",U","3",",U","0",",U","34",",U,05,+",,,,,,,"79",",U,22,",,,"711","U","428",",U",,,,,,,,,"51.1",",U","56.8",",,,U","45.4",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2017-12",,,"1199","U","3",",U",,,,,,,,,"0",",U","2",",U","0",",U","6",",U","0",",U","31",",U,21,+",,,,,,,"74",",U,11,",,,"1067","U","357",",U",,,,,,,,,"53.6",",U","59.9",",,,U","47.2",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-01",,,"3","U","3",",U",,,,,,,,,"0",",U","1",",U","0",",U","2",",U","0",",U","31",",U,20,",,,,,,,"72",",U,29,",,,"1535","U","468",",U",,,,,,,,,"50.0",",U","55.4",",,,U","44.6",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-02",,,"3","U","0",",U",,,,,,,,,"0",",U","11",",U","0",",U","0",",U","0",",U","24",",U,27,",,,,,,,"68",",U,08,+",,,"2072","U","536",",U",,,,,,,,,"45.8",",U","52.2",",,,U","39.5",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-03",,,"4","U","1",",U",,,,,,,,,"0",",U","10",",U","0",",U","1",",U","0",",U","30",",U,04,+",,,,,,,"72",",U,30,",,,"2685","U","613",",U",,,,,,,,,"45.2",",U","50.8",",,,U","39.7",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-04",,,"4","U","0",",U",,,,,,,,,"0",",U","2",",U","0",",U","4",",U","0",",U","32",",U,17,+",,,,,,,"72",",U,25,",,,"3123","U","438",",U",,,,,,,,,"50.4",",U","57.5",",,,U","43.3",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-05",,,"13","U","8","2,U",,,,,,,,,"0","1,U","0","1,U","0","1,U","6","1,U","0","1,U","38","1,U,31,+",,,,,,,"82","1,U,28,",,,"3435","U","313","1,U",,,,,,,,,"54.7","2,U","62.4","1,,,U","46.9","1,,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-06",,,"134","U","121",",U",,,,,,,,,"0",",U","0",",U","0",",U","22",",U","2",",U","40",",U,17,",,,,,,,"90",",U,23,+",,,"3529","U","94",",U",,,,,,,,,"65.9",",U","74.9",",,,U","56.9",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-07",,,"521","U","388",",U",,,,,,,,,"0",",U","0",",U","0",",U","30",",U","4",",U","55",",U,04,",,,,,,,"95",",U,26,",,,"4","U","4",",U",,,,,,,,,"77.4",",U","84.7",",,,U","70.0",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-08",,,"757","U","236",",U",,,,,,,,,"0",",U","0",",U","0",",U","28",",U","0",",U","47",",U,30,",,,,,,,"88",",U,18,+",,,"33","U","29",",U",,,,,,,,,"71.7",",U","79.0",",,,U","64.3",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-09",,,"940","U","183",",U",,,,,,,,,"0",",U","0",",U","0",",U","21",",U","1",",U","45",",U,29,",,,,,,,"90",",U,26,",,,"120","U","87",",U",,,,,,,,,"68.2",",U","75.9",",,,U","60.5",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-10",,,"955","U","14",",U",,,,,,,,,"0",",U","0",",U","0",",U","14",",U","0",",U","45",",U,29,",,,,,,,"76",",U,26,",,,"262","U","142",",U",,,,,,,,,"60.9",",U","67.9",",,,U","53.9",",,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-11",,,"958","U","3","2,U",,,,,,,,,"0","1,U","0","1,U","0","1,U","5","1,U","0","1,U","36","1,U,30,",,,,,,,"74","1,U,04,+",,,"515","U","253","1,U",,,,,,,,,"55.7","2,U","61.3","1,,,U","50.1","1,,,U",,,,,,,,,,
"USR0000CRSP","ROSE PEAK CALIFORNIA, CA US","37.5019","-121.7355","932.7","2018-12",,,"958","U","0",",U",,,,,,,,,"0",",U","3",",U","0",",U","0",",U","0",",U","31",",U,28,",,,,,,,"64",",U,13,",,,"1122","U","606",",U",,,,,,,,,"45.4",",U","50.8",",,,U","40.0",",,,U",,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-01",,,,,,,"22",",N","13",",N",,,,,,,,,,,,,,,,,,,,,"2.00",",,N,18,",,,,,,,,,,,,,"7.88",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-02",,,,,,,"5",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.52",",,N,18,",,,,,,,,,,,,,"0.69",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-03",,,,,,,"13",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"2.21",",,N,06,",,,,,,,,,,,,,"8.17",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-04",,,,,,,"8","1,N","2","1,N",,,,,,,,,,,,,,,,,,,,,"0.88","1,,N,10,",,,,,,,,,,,,,"1.84","1,,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-05",,,,,,,"4",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.22",",,N,08,",,,,,,,,,,,,,"0.32",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-06",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-07",,,,,,,"4",",N","0",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.01",",,N,31,+",,,,,,,,,,,,,"0.05",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-08",,,,,,,"2",",N","0",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.01",",,N,19,+",,,,,,,,,,,,,"0.02",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-09",,,,,,,"2",",N","0",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.01",",,N,06,+",,,,,,,,,,,,,"0.02",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-10",,,,,,,"13",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.04",",,N,31,",,,,,,,,,,,,,"4.55",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-11",,,,,,,"10",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"0.62",",,N,21,",,,,,,,,,,,,,"2.33",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2016-12",,,,,,,"11",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"2.00",",,N,16,",,,,,,,,,,,,,"5.88",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-01",,,,,,,"18",",N","16",",N",,,,,,,,,,,,,,,,,,,,,"1.42",",,N,04,",,,,,,,,,,,,,"10.78",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-02",,,,,,,"20",",N","17",",N",,,,,,,,,,,,,,,,,,,,,"1.53",",,N,07,",,,,,,,,,,,,,"9.09",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-03",,,,,,,"12",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.18",",,N,22,",,,,,,,,,,,,,"4.41",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-04",,,,,,,"12",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"1.12",",,N,07,",,,,,,,,,,,,,"3.87",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-05",,,,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",,N,31,+",,,,,,,,,,,,,"0.00",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-06",,,,,,,"4",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.08",",,N,09,",,,,,,,,,,,,,"0.12",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-07",,,,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",,N,31,+",,,,,,,,,,,,,"0.00",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-08",,,,,,,"1",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.01",",,N,11,",,,,,,,,,,,,,"0.01",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-09",,,,,,,"4",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.04",",,N,08,",,,,,,,,,,,,,"0.10",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-10",,,,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.30",",,N,20,",,,,,,,,,,,,,"0.30",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-11",,,,,,,"12",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"2.00",",,N,16,",,,,,,,,,,,,,"4.57",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2017-12",,,,,,,"2",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.12",",,N,20,",,,,,,,,,,,,,"0.15",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-01",,,,,,,"15",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"2.46",",,N,09,",,,,,,,,,,,,,"5.34",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-02",,,,,,,"3",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.23",",,N,27,",,,,,,,,,,,,,"0.42",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-03",,,,,,,"17",",N","12",",N",,,,,,,,,,,,,,,,,,,,,"1.19",",,N,21,",,,,,,,,,,,,,"6.13",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-04",,,,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"2.35",",,N,07,",,,,,,,,,,,,,"3.26",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-05",,,,,,,"3",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.05",",,N,23,",,,,,,,,,,,,,"0.08",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-06",,,,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",,N,30,+",,,,,,,,,,,,,"0.00",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-07",,,,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",,N,31,+",,,,,,,,,,,,,"0.00",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-08",,,,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",,N,31,+",,,,,,,,,,,,,"0.00",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-09",,,,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",,N,30,+",,,,,,,,,,,,,"0.00",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-10",,,,,,,"5",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.14",",,N,02,",,,,,,,,,,,,,"0.20",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-11",,,,,,,"7",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.43",",,N,29,",,,,,,,,,,,,,"4.39",",,,N",,,,,,,,,,,,,,,,,,
"US1CAAL0018","BERKELEY 4.0 E, CA US","37.857468","-122.225616","349.9","2018-12",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.27",",,N,17,",,,,,,,,,,,,,"2.98",",,,N",,,,,,,,,,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-01",,,"0","7","0",",7","15",",7","12",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","40",",7,01,",,,,,"1.21",",,7,06,","68",",7,27,",,,"957","7","310",",7",,,,,"7.46",",,,7",,,"55.0",",7","61.2",",,,7","48.8",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-02",,,"8","7","8","1,7","4","1,7","2","1,7",,,,,"0","1,7","0","1,7","0","1,7","16","1,7","0","1,7","42","1,7,03,",,,,,"0.28","1,,7,17,","82","1,7,16,",,,"1121","7","164","1,7",,,,,"0.49","1,,,7",,,"59.4","1,7","70.0","1,,,7","48.9","1,,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-03",,,"8","7","0",",7","12",",7","10",",7",,,,,"0",",7","0",",7","0",",7","7",",7","0",",7","45",",7,29,+",,,,,"1.72",",,7,05,","80",",7,17,",,,"1323","7","202",",7",,,,,"5.93",",,,7",,,"58.5",",7","65.8",",,,7","51.1",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-04",,,"30","7","22","2,7","6","2,7","4","2,7",,,,,"0","2,7","0","2,7","0","2,7","13","2,7","1","2,7","49","2,7,15,",,,,,"0.52","2,,7,09,","92","2,7,06,",,,"1433","7","110","2,7",,,,,"1.12","2,,,7",,,"61.8","2,7","70.6","2,,,7","53.1","2,,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-05",,,"43","7","13","2,7","4","2,7","0","2,7",,,,,"0","2,7","0","2,7","0","2,7","9","2,7","0","2,7","52","2,7,23,",,,,,"0.08","2,,7,07,","88","2,7,17,",,,"1544","7","111","2,7",,,,,"0.20","2,,,7",,,"61.6","2,7","68.7","2,,,7","54.6","2,,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-06",,,"68","7","25","5,7","0",",7","0",",7",,,,,"0","4,7","0","4,7","0","2,7","20","2,7","0","2,7","50","4,7,14,",,,,,"0.00",",,7,30,+","85","2,7,03,",,,"1590","7","46","2,7",,,,,"0.00",",,,7",,,"64.4","5,7","73.9","2,,,7","54.9","4,,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-07",,,"82","7","14","1,7","0",",7","0",",7",,,,,"0","1,7","0","1,7","0",",7","20",",7","0",",7","53","1,7,12,",,,,,"0.00",",,7,31,+","82",",7,26,",,,"72","7","72",",7",,,,,"0.00",",,,7",,,"63.1","1,7","71.0",",,,7","55.2","1,,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-10",,,,,"18",",7","9",",7","7",",7",,,,,"0",",7","0",",7","0",",7","18",",7","0",",7","51",",7,01,",,,,,"0.85",",,7,16,","87",",7,08,",,,,,"59",",7",,,,,"3.74",",,,7",,,"63.7",",7","71.7",",,,7","55.7",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-11",,,,,"8",",7","7",",7","5",",7",,,,,"0",",7","0",",7","0",",7","12",",7","0",",7","43",",7,29,+",,,,,"0.53",",,7,20,","78",",7,10,+",,,,,"183",",7",,,,,"1.86",",,,7",,,"59.2",",7","67.1",",,,7","51.2",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2016-12",,,,,"0","1,7","8",",7","5",",7",,,,,"0",",7","0",",7","0","1,7","0","1,7","0","1,7","36",",7,19,+",,,,,"1.73",",,7,15,","66","1,7,29,+",,,,,"389","1,7",,,,,"4.89",",,,7",,,"52.0","1,7","59.8","1,,,7","44.1",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2018-07",,,,,"36",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","22",",7","0",",7","54",",7,31,+",,,,,"0.00",",,7,31,+","84",",7,06,",,,"34","7","34",",7",,,,,"0.00",",,,7",,,"65.1",",7","72.8",",,,7","57.3",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2018-08",,,,,"24",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","24",",7","0",",7","54",",7,07,+",,,,,"0.00",",,7,31,+","81",",7,09,",,,"71","7","37",",7",,,,,"0.00",",,,7",,,"64.6",",7","72.3",",,,7","56.9",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2018-09",,,,,"18",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","23",",7","0",",7","53",",7,27,+",,,,,"0.00",",,7,30,+","86",",7,20,",,,"111","7","40",",7",,,,,"0.00",",,,7",,,"64.3",",7","72.2",",,,7","56.3",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2018-10",,,,,"42",",7","1",",7","0",",7",,,,,"0",",7","0",",7","0",",7","26",",7","0",",7","52",",7,31,+",,,,,"0.05",",,7,02,","85",",7,08,",,,"146","7","35",",7",,,,,"0.05",",,,7",,,"65.2",",7","74.3",",,,7","56.2",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2018-11",,,,,"10",",7","7",",7","6",",7",,,,,"0",",7","0",",7","0",",7","9",",7","0",",7","44",",7,19,+",,,,,"1.06",",,7,28,","83",",7,03,+",,,"338","7","192",",7",,,,,"4.07",",,,7",,,"58.9",",7","68.1",",,,7","49.8",",,,7",,,,,,,,,,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","2018-12",,,,,"0",",7","8",",7","5",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","41",",7,29,",,,,,"0.88",",,7,16,","65",",7,18,+",,,"687","7","349",",7",,,,,"1.90",",,,7",,,"53.7",",7","60.6",",,,7","46.8",",,,7",,,,,,,,,,
