STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-01",,,,,,,"6",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.15",",,N,21,",,,,,,,,,"3.35",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-02",,,,,,,"4",",N","4",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,28,+","1.17",",,N,19,",,,,,,,,,"2.34",",,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-03",,,,,,,"4",",N","2",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.42",",,N,01,",,,,,,,,,"0.58",",,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-04",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-05",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.12",",,N,09,",,,,,,,,,"0.12",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-06",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-07",,,,,,,"6",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.70",",,N,25,",,,,,,,,,"1.13",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-08",,,,,,,"3",",N","1",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.68",",,N,04,",,,,,,,,,"0.79",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-09",,,,,,,"1",",N","0",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.05",",,N,09,",,,,,,,,,"0.05",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-10",,,,,,,"0",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.00",",T,N,18,",,,,,,,,,"0.00",",T,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-11",,,,,,,"0",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.00",",T,N,18,",,,,,,,,,"0.00",",T,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2017-12",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.31",",,N,17,",,,,,,,,,"0.34",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-01",,,,,,,"3",",N","2",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.46",",,N,10,",,,,,,,,,"0.63",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-02",,,,,,,"4",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.37",",,N,15,",,,,,,,,,"0.74",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-03",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.14",",,N,11,",,,,,,,,,"0.20",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-04",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-05",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.27",",,N,03,",,,,,,,,,"0.34",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-06",,,,,,,"2",",N","0",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,30,+","0.04",",,N,16,",,,,,,,,,"0.07",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-07",,,,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"1.09",",,N,31,",,,,,,,,,"2.78",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-09",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.17",",,N,20,",,,,,,,,,"0.17",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-10",,,,,,,"11",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"2.84",",,N,03,",,,,,,,,,"6.78",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-11",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.61",",,N,30,",,,,,,,,,"0.61",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0232","SCOTTSDALE 17.7 N, AZ US","33.754","-111.847","817.8","2018-12",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.11",",,N,07,",,,,,,,,,"0.13",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0474","GUADALUPE 2.6 SSE, AZ US","33.335886","-111.94077","361.8","2017-06",,,,,,,"0","3,N","0","3,N",,,,,,,,,,,,,,,,,,,,,"0.00","3,,N,30,+",,,,,,,,,"0.00","3,,,N",,,,,,,,,,,,,,,,
"US1AZMR0474","GUADALUPE 2.6 SSE, AZ US","33.335886","-111.94077","361.8","2017-07",,,,,,,"6","4,N","4","4,N",,,,,,,,,,,,,,,,,,,,,"1.10","4,,N,24,",,,,,,,,,"1.71","4,,,N",,,,,,,,,,,,,,,,
"US1AZMR0474","GUADALUPE 2.6 SSE, AZ US","33.335886","-111.94077","361.8","2017-08",,,,,,,"4","3,N","1","3,N",,,,,,,,,,,,,,,,,,,,,"2.61","3,,N,13,",,,,,,,,,"2.73","3,,,N",,,,,,,,,,,,,,,,
"US1AZMR0474","GUADALUPE 2.6 SSE, AZ US","33.335886","-111.94077","361.8","2017-09",,,,,,,"1","4,N","0","4,N",,,,,,,,,,,,,,,,,,,,,"0.02","4,,N,08,",,,,,,,,,"0.02","4,,,N",,,,,,,,,,,,,,,,
"US1AZMR0474","GUADALUPE 2.6 SSE, AZ US","33.335886","-111.94077","361.8","2017-10",,,,,,,"0","5,N","0","5,N",,,,,,,,,,,,,,,,,,,,,"0.00","5,,N,31,+",,,,,,,,,"0.00","5,,,N",,,,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-01",,,,,,,"5","2,N","4","2,N",,,,,,,,,,,,,,,,,,,,,"0.62","2,,N,06,",,,,,,,,,"1.76","2,,,N",,,,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-02",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,29,+","0.28",",,N,01,",,,,,,,,,"0.28",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-03",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-04",,,,,,,"2",",N","2",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,30,+","0.50",",,N,11,",,,,,,,,,"0.86",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-05",,,,,,,"3",",N","0",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.08",",,N,07,",,,,,,,,,"0.13",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-06",,,,,,,"1","2,N","1","2,N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,30,+","0.30","2,,N,30,",,,,,,,,,"0.30","2,,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-07",,,,,,,"3","1,N","1","1,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","0.10","1,,N,20,",,,,,,,,,"0.17","1,,,N","0.0","4,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-08",,,,,,,"11",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"0.98",",,N,06,",,,,,,,,,"2.26",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-09",,,,,,,"2","2,N","0","2,N",,,,,,,,,,,,,,,,,,,,,"0.08","2,,N,07,",,,,,,,,,"0.10","2,,,N",,,,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-10",,,,,,,"2",",N","0",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.08",",,N,03,",,,,,,,,,"0.13",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-11",,,,,,,"4","1,N","4","1,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,30,+","0.38","1,,N,04,",,,,,,,,,"1.01","1,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2016-12",,,,,,,"5",",N","4",",N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","0.63",",,N,22,",,,,,,,,,"1.28",",,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-01",,,,,,,"6","4,N","4","4,N",,,,,,,,,,,,,,,,,,,,,"0.60","4,,N,21,",,,,,,,,,"1.40","4,,,N",,,,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-02",,,,,,,"4","1,N","3","1,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,28,+","0.70","1,,N,19,",,,,,,,,,"1.69","1,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-03",,,,,,,"2","1,N","2","1,N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.15","1,,N,01,",,,,,,,,,"0.25","1,,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-04",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-05",,,,,,,"1",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.07",",,N,09,",,,,,,,,,"0.07",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-06",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-07",,,,,,,"6","2,N","4","2,N",,,,,,,,,,,,,,,,,,,,,"0.48","2,,N,30,",,,,,,,,,"1.44","2,,,N",,,,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-08",,,,,,,"2","2,N","2","2,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","0.18","2,,N,24,",,,,,,,,,"0.29","2,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-10",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-11",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",T,N,18,",,,,,,,,,"0.00",",T,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2017-12",,,,,,,"1","4,N","1","4,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","0.23","4,,N,17,",,,,,,,,,"0.23","4,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2018-01",,,,,,,"2","2,N","1","2,N",,,"0","5,N",,,,,,,,,,,,,,,"0.0","5,,N,31,+","0.47","2,,N,10,",,,,,,,,,"0.49","2,,,N","0.0","5,,,N",,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2018-02",,,,,,,"4","5,N","2","5,N",,,,,,,,,,,,,,,,,,,,,"0.34","5,,N,15,",,,,,,,,,"0.58","5,,,N",,,,,,,,,,,,,,,,
"US1AZMR0356","PHOENIX 7.7 N, AZ US","33.550983","-112.060428","372.8","2018-08",,,,,,,"5","4,N","3","4,N",,,,,,,,,,,,,,,,,,,,,"0.83","4,,N,24,",,,,,,,,,"1.86","4,,,N",,,,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2017-08",,,,,,,"3","4,N","2","4,N",,,,,,,,,,,,,,,,,,,,,"1.39","4,,N,13,",,,,,,,,,"2.30","4,,,N",,,,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2017-09",,,,,,,"0","3,N","0","3,N",,,,,,,,,,,,,,,,,,,,,"0.00","3,T,N,14,+",,,,,,,,,"0.00","3,T,,N",,,,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2017-10",,,,,,,"0",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","0.00",",,N,31,+",,,,,,,,,"0.00",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2017-11",,,,,,,"0",",N","0",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.00",",,N,30,+",,,,,,,,,"0.00",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2017-12",,,,,,,"2",",N","1",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.20",",,N,17,",,,,,,,,,"0.22",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-01",,,,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.21",",,N,10,",,,,,,,,,"0.21",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-02",,,,,,,"2",",N","2",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,28,+","0.30",",,N,15,",,,,,,,,,"0.43",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-03",,,,,,,"2",",N","0",",N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","0.02",",,N,12,+",,,,,,,,,"0.04",",,,N","0.0","2,,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-04",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.00",",,N,30,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-05",,,,,,,"0",",N","0",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-06",,,,,,,"2",",N","0",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,30,+","0.04",",,N,17,",,,,,,,,,"0.06",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-07",,,,,,,"6",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.53",",,N,11,",,,,,,,,,"0.85",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-08",,,,,,,"6",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.81",",,N,10,",,,,,,,,,"2.54",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-09",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.21",",,N,20,",,,,,,,,,"0.21",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-10",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.57",",,N,14,",,,,,,,,,"4.40",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-11",,,,,,,"1",",N","1",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,30,+","0.25",",,N,30,",,,,,,,,,"0.25",",,,N","0.0","1,,,N",,,,,,,,,,,,,,
"US1AZMR0477","TEMPE 3.6 SSW, AZ US","33.362882","-111.925358","362.4","2018-12",,,,,,,"1",",N","0",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","0.03",",,N,07,",,,,,,,,,"0.03",",,,N","0.0","3,,,N",,,,,,,,,,,,,,
"US1AZMR0510","SCOTTSDALE 1.9 SSW, AZ US","33.475","-111.9021","375.2","2018-11",,,,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.34",",,N,30,",,,,,,,,,"0.34",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0510","SCOTTSDALE 1.9 SSW, AZ US","33.475","-111.9021","375.2","2018-12",,,,,,,"1",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.03",",,N,07,",,,,,,,,,"0.03",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0113","SCOTTSDALE 4.0 NW, AZ US","33.615814","-111.956623","435.3","2018-08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.68","4,a,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2016-01",,,,,,,"4","3,N","4","3,N",,,,,,,,,,,,,,,,,,,,,"0.58","3,,N,06,",,,,,,,,,"1.16","3,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2016-02",,,,,,,"1","1,N","1","1,N",,,,,,,,,,,,,,,,,,,,,"0.18","1,,N,01,",,,,,,,,,"0.18","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2016-03",,,,,,,"0","1,N","0","1,N",,,,,,,,,,,,,,,,,,,,,"0.00","1,,N,31,+",,,,,,,,,"0.00","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2016-04",,,,,,,"3","1,N","0","1,N",,,,,,,,,,,,,,,,,,,,,"0.07","1,,N,11,",,,,,,,,,"0.14","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2016-05",,,,,,,"3",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.35",",,N,07,",,,,,,,,,"0.55",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2016-11",,,,,,,"4","1,N","3","1,N",,,,,,,,,,,,,,,,,,,,,"0.32","1,,N,21,",,,,,,,,,"0.82","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2016-12",,,,,,,"6",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.66",",,N,22,",,,,,,,,,"1.38",",,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-01",,,,,,,"7","1,N","4","1,N",,,,,,,,,,,,,,,,,,,,,"0.69","1,,N,21,",,,,,,,,,"1.75","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-02",,,,,,,"3","4,N","2","4,N",,,,,,,,,,,,,,,,,,,,,"0.76","4,,N,28,",,,,,,,,,"0.94","4,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-03",,,,,,,"2","2,N","1","2,N",,,,,,,,,,,,,,,,,,,,,"0.10","2,,N,23,",,,,,,,,,"0.14","2,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-04",,,,,,,"0","2,N","0","2,N",,,,,,,,,,,,,,,,,,,,,"0.00","2,,N,30,+",,,,,,,,,"0.00","2,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-05",,,,,,,"1","3,N","0","3,N",,,,,,,,,,,,,,,,,,,,,"0.07","3,,N,09,",,,,,,,,,"0.07","3,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-07",,,,,,,"9","4,N","4","4,N",,,,,,,,,,,,,,,,,,,,,"0.82","4,,N,16,",,,,,,,,,"1.74","4,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-08",,,,,,,"3","4,N","1","4,N",,,,,,,,,,,,,,,,,,,,,"0.55","4,,N,13,",,,,,,,,,"0.62","4,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-09",,,,,,,"0","1,N","0","1,N",,,,,,,,,,,,,,,,,,,,,"0.00","1,,N,30,+",,,,,,,,,"0.00","1,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-10",,,,,,,"0","3,N","0","3,N",,,,,,,,,,,,,,,,,,,,,"0.00","3,,N,31,+",,,,,,,,,"0.00","3,,,N",,,,,,,,,,,,,,,,
"US1AZMR0234","PEORIA 7.2 NNW, AZ US","33.667811","-112.296324","373.7","2017-12",,,,,,,"0","1,N","0","1,N",,,,,,,,,,,,,,,,,,,,,"0.00","1,T,N,17,+",,,,,,,,,"0.00","1,T,,N",,,,,,,,,,,,,,,,
