id,dateid,product,ordermethod,area,promotion
25619,59,34,4,3,NULL
25620,59,34,1,3,NULL
25621,59,38,2,3,NULL
25622,59,38,2,3,NULL
25623,59,46,1,3,NULL
25624,59,49,2,3,NULL
25625,59,50,1,3,NULL
25626,59,50,0,3,NULL
25627,59,55,4,3,NULL
25628,59,55,4,3,NULL
25629,59,57,2,3,NULL
25630,59,59,2,3,NULL
25631,59,68,1,3,NULL
25632,59,75,0,3,37
25633,59,75,4,3,37
25634,59,75,4,3,37
25635,59,75,4,3,37
25636,59,75,2,3,37
25637,59,75,4,3,37
25638,59,75,3,3,37
25639,59,75,0,3,37
25640,59,75,2,3,37
25641,59,75,4,3,37
25642,59,75,0,3,37
25643,59,75,2,3,37
25644,59,75,0,3,37
25645,59,75,0,3,37
25646,59,75,2,3,37
25647,59,75,0,3,37
25648,59,75,2,3,37
25649,59,75,3,3,37
25650,59,75,0,3,37
25651,59,75,2,3,37
25652,59,75,0,3,37
25653,59,75,3,3,37
25654,59,75,2,3,37
25655,59,75,1,3,37
25656,59,75,3,3,37
25657,59,75,1,3,37
25658,59,75,1,3,37
25659,59,75,3,3,37
25660,59,75,4,3,37
25661,59,75,0,3,37
25662,59,75,1,3,37
25663,59,75,4,3,37
25664,59,75,2,3,37
25665,59,75,3,3,37
25666,59,75,1,3,37
25667,59,75,4,3,37
25668,59,75,3,3,37
25669,59,75,4,3,37
25670,59,75,2,3,37
25671,59,75,0,3,37
25672,59,75,1,3,37
25673,59,75,3,3,37
25674,59,75,2,3,37
25675,59,75,4,3,37
25676,59,75,2,3,37
25677,59,75,4,3,37
25678,59,75,0,3,37
25679,59,75,0,3,37
25680,59,75,0,3,37
25681,59,75,3,3,37
25682,59,75,3,3,37
25683,59,75,2,3,37
25684,59,75,4,3,37
25685,59,75,0,3,37
25686,59,75,4,3,37
25687,59,75,3,3,37
25688,59,75,1,3,37
25689,59,75,2,3,37
25690,59,75,4,3,37
25691,59,75,0,3,37
25692,59,75,2,3,37
25693,59,75,3,3,37
25694,59,75,1,3,37
25695,59,75,2,3,37
25696,59,75,0,3,37
25697,59,75,0,3,37
25698,59,75,3,3,37
25699,59,75,0,3,37
25700,59,75,2,3,37
25701,59,75,4,3,37
25702,59,75,1,3,37
25703,59,75,0,3,37
25704,59,75,1,3,37
25705,59,75,2,3,37
25706,59,75,1,3,37
25707,59,75,3,3,37
25708,59,75,2,3,37
25709,59,75,1,3,37
25710,59,75,1,3,37
25711,59,75,4,3,37
25712,59,75,1,3,37
25713,59,75,1,3,37
25714,59,75,2,3,37
25715,59,75,2,3,37
25716,59,75,1,3,37
25717,59,75,1,3,37
25718,59,75,3,3,37
25719,59,75,0,3,37
25720,59,75,0,3,37
25721,59,78,4,3,NULL
25722,59,81,1,3,NULL
25723,59,81,3,3,NULL
25724,59,84,1,3,NULL
25725,59,84,0,3,NULL
25726,59,87,1,3,NULL
25727,59,87,3,3,NULL
25728,59,93,4,3,NULL
25729,59,93,3,3,NULL
25730,59,98,3,3,NULL
25731,59,98,1,3,NULL
25732,59,3,0,4,NULL
25733,59,4,4,4,NULL
25734,59,4,0,4,NULL
25735,59,8,0,4,NULL
25736,59,8,3,4,NULL
25737,59,9,4,4,NULL
25738,59,15,3,4,NULL
25739,59,15,3,4,NULL
25740,59,18,2,4,NULL
25741,59,18,0,4,NULL
25742,59,19,3,4,NULL
25743,59,19,0,4,NULL
25744,59,25,3,4,NULL
25745,59,33,2,4,NULL
25746,59,34,1,4,NULL
25747,59,36,2,4,25
25748,59,36,0,4,25
25749,59,36,1,4,25
25750,59,36,4,4,25
25751,59,36,1,4,25
25752,59,36,0,4,25
25753,59,36,4,4,25
25754,59,36,4,4,25
25755,59,36,1,4,25
25756,59,36,4,4,25
25757,59,36,4,4,25
25758,59,36,4,4,25
25759,59,36,1,4,25
25760,59,36,1,4,25
25761,59,36,1,4,25
25762,59,36,4,4,25
25763,59,36,2,4,25
25764,59,36,4,4,25
25765,59,36,2,4,25
25766,59,36,1,4,25
25767,59,36,1,4,25
25768,59,36,4,4,25
25769,59,36,2,4,25
25770,59,36,0,4,25
25771,59,36,4,4,25
25772,59,36,0,4,25
25773,59,36,1,4,25
25774,59,36,1,4,25
25775,59,36,3,4,25
25776,59,36,0,4,25
25777,59,36,3,4,25
25778,59,36,2,4,25
25779,59,36,0,4,25
25780,59,36,3,4,25
25781,59,36,1,4,25
25782,59,36,4,4,25
25783,59,36,2,4,25
25784,59,36,0,4,25
25785,59,36,3,4,25
25786,59,36,3,4,25
25787,59,36,3,4,25
25788,59,36,3,4,25
25789,59,36,1,4,25
25790,59,36,4,4,25
25791,59,36,4,4,25
25792,59,36,4,4,25
25793,59,36,3,4,25
25794,59,36,2,4,25
25795,59,36,0,4,25
25796,59,36,3,4,25
25797,59,36,4,4,25
25798,59,36,2,4,25
25799,59,39,2,4,NULL
25800,59,41,4,4,NULL
25801,59,41,0,4,NULL
25802,59,49,0,4,NULL
25803,59,49,1,4,NULL
25804,59,55,0,4,NULL
25805,59,55,1,4,NULL
25806,59,61,3,4,NULL
25807,59,63,2,4,NULL
25808,59,63,0,4,NULL
25809,59,64,0,4,NULL
25810,59,71,2,4,NULL
25811,59,71,2,4,NULL
25812,59,75,1,4,NULL
25813,59,77,3,4,NULL
25814,59,78,4,4,NULL
25815,59,78,2,4,NULL
25816,59,79,2,4,NULL
25817,59,84,1,4,NULL
25818,59,92,4,4,NULL
25819,59,93,3,4,NULL
25820,59,93,0,4,NULL
25821,59,4,1,5,NULL
25822,59,6,4,5,NULL
25823,59,8,4,5,NULL
25824,59,11,4,5,NULL
25825,59,12,0,5,NULL
25826,59,15,3,5,NULL
25827,59,15,0,5,NULL
25828,59,18,4,5,NULL
25829,59,18,3,5,NULL
25830,59,27,4,5,NULL
25831,59,27,4,5,NULL
25832,59,40,3,5,NULL
25833,59,42,2,5,NULL
25834,59,42,1,5,NULL
25835,59,49,0,5,NULL
25836,59,53,2,5,NULL
25837,59,54,3,5,NULL
25838,59,54,4,5,NULL
25839,59,60,2,5,NULL
25840,59,61,3,5,NULL
25841,59,61,0,5,NULL
25842,59,62,3,5,13
25843,59,62,3,5,13
25844,59,62,1,5,13
25845,59,62,1,5,13
25846,59,62,3,5,13
25847,59,62,3,5,13
25848,59,62,1,5,13
25849,59,62,0,5,13
25850,59,62,2,5,13
25851,59,62,2,5,13
25852,59,62,1,5,13
25853,59,62,2,5,13
25854,59,62,1,5,13
25855,59,62,0,5,13
25856,59,62,1,5,13
25857,59,62,3,5,13
25858,59,62,0,5,13
25859,59,62,3,5,13
25860,59,62,0,5,13
25861,59,62,2,5,13
25862,59,62,4,5,13
25863,59,62,2,5,13
25864,59,62,3,5,13
25865,59,62,2,5,13
25866,59,62,0,5,13
25867,59,62,2,5,13
25868,59,62,1,5,13
25869,59,62,0,5,13
25870,59,62,3,5,13
25871,59,62,1,5,13
25872,59,62,2,5,13
25873,59,62,4,5,13
25874,59,62,4,5,13
25875,59,62,2,5,13
25876,59,62,1,5,13
25877,59,62,2,5,13
25878,59,62,3,5,13
25879,59,62,0,5,13
25880,59,62,3,5,13
25881,59,62,4,5,13
25882,59,62,2,5,13
25883,59,62,2,5,13
25884,59,62,1,5,13
25885,59,62,0,5,13
25886,59,62,0,5,13
25887,59,62,4,5,13
25888,59,62,1,5,13
25889,59,62,4,5,13
25890,59,62,3,5,13
25891,59,62,1,5,13
25892,59,62,1,5,13
25893,59,62,0,5,13
25894,59,62,3,5,13
25895,59,62,0,5,13
25896,59,62,1,5,13
25897,59,62,4,5,13
25898,59,62,1,5,13
25899,59,62,4,5,13
25900,59,62,0,5,13
25901,59,62,0,5,13
25902,59,62,0,5,13
25903,59,62,0,5,13
25904,59,62,0,5,13
25905,59,62,3,5,13
25906,59,62,0,5,13
25907,59,62,3,5,13
25908,59,62,1,5,13
25909,59,62,1,5,13
25910,59,62,3,5,13
25911,59,62,0,5,13
25912,59,62,1,5,13
25913,59,62,0,5,13
25914,59,62,0,5,13
25915,59,62,0,5,13
25916,59,62,1,5,13
25917,59,62,4,5,13
25918,59,62,1,5,13
25919,59,62,4,5,13
25920,59,62,4,5,13
25921,59,62,4,5,13
25922,59,62,4,5,13
25923,59,62,4,5,13
25924,59,62,3,5,13
25925,59,62,2,5,13
25926,59,62,0,5,13
25927,59,62,0,5,13
25928,59,62,0,5,13
25929,59,62,1,5,13
25930,59,63,3,5,NULL
25931,59,77,4,5,NULL
25932,59,77,2,5,NULL
25933,59,79,3,5,NULL
25934,59,79,0,5,NULL
25935,59,81,0,5,NULL
25936,59,81,4,5,NULL
25937,59,85,2,5,NULL
25938,59,87,1,5,NULL
25939,59,87,4,5,NULL
25940,59,91,3,5,NULL
25941,59,92,4,5,NULL
25942,59,92,2,5,NULL
25943,59,95,0,5,NULL
25944,59,95,1,5,NULL
25945,59,96,4,5,NULL
25946,59,96,2,5,NULL
25947,59,97,0,5,NULL
25948,59,97,1,5,NULL
25949,59,6,1,6,NULL
25950,59,10,2,6,NULL
25951,59,10,1,6,NULL
25952,59,22,3,6,NULL
25953,59,28,2,6,NULL
25954,59,28,2,6,NULL
25955,59,34,1,6,NULL
25956,59,40,0,6,NULL
25957,59,40,3,6,NULL
25958,59,41,0,6,NULL
25959,59,43,2,6,NULL
25960,59,47,1,6,NULL
25961,59,48,1,6,NULL
25962,59,50,2,6,NULL
25963,59,55,4,6,NULL
25964,59,55,0,6,NULL
25965,59,59,3,6,NULL
25966,59,60,2,6,NULL
25967,59,60,2,6,NULL
25968,59,61,2,6,NULL
25969,59,62,2,6,NULL
25970,59,62,2,6,NULL
25971,59,72,4,6,NULL
25972,59,72,1,6,NULL
25973,59,74,0,6,NULL
25974,59,74,2,6,NULL
25975,59,76,1,6,NULL
25976,59,76,0,6,NULL
25977,59,77,3,6,NULL
25978,59,84,2,6,NULL
25979,59,84,4,6,NULL
25980,59,94,3,6,NULL
25981,59,95,4,6,NULL
25982,59,95,0,6,NULL
25983,59,97,4,6,NULL
25984,59,98,3,6,NULL
25985,59,98,0,6,NULL
25986,60,3,4,0,NULL
25987,60,4,0,0,NULL
25988,60,4,0,0,NULL
25989,60,7,4,0,NULL
25990,60,9,3,0,NULL
25991,60,9,4,0,NULL
25992,60,13,0,0,NULL
25993,60,13,0,0,NULL
25994,60,14,1,0,NULL
25995,60,28,1,0,NULL
25996,60,28,3,0,NULL
25997,60,35,4,0,NULL
25998,60,38,3,0,NULL
25999,60,38,0,0,NULL
26000,60,40,3,0,NULL
26001,60,40,4,0,NULL
26002,60,45,1,0,NULL
26003,60,46,0,0,NULL
26004,60,46,0,0,NULL
26005,60,48,4,0,NULL
26006,60,48,2,0,NULL
26007,60,51,4,0,NULL
26008,60,51,0,0,NULL
26009,60,53,4,0,NULL
26010,60,53,3,0,NULL
26011,60,58,1,0,NULL
26012,60,61,3,0,NULL
26013,60,61,4,0,NULL
26014,60,70,0,0,NULL
26015,60,70,0,0,NULL
26016,60,73,2,0,NULL
26017,60,73,1,0,NULL
26018,60,76,0,0,NULL
26019,60,77,4,0,NULL
26020,60,86,3,0,NULL
26021,60,86,2,0,NULL
26022,60,88,4,0,NULL
26023,60,97,0,0,NULL
26024,60,98,4,0,NULL
26025,60,98,1,0,NULL
26026,60,4,4,1,NULL
26027,60,4,2,1,NULL
26028,60,6,0,1,NULL
26029,60,11,3,1,NULL
26030,60,11,4,1,NULL
26031,60,16,4,1,NULL
26032,60,20,3,1,NULL
26033,60,32,3,1,NULL
26034,60,32,1,1,NULL
26035,60,42,0,1,NULL
26036,60,42,4,1,NULL
26037,60,43,0,1,NULL
26038,60,43,1,1,NULL
26039,60,47,4,1,NULL
26040,60,47,3,1,NULL
26041,60,48,0,1,NULL
26042,60,48,0,1,NULL
26043,60,49,0,1,NULL
26044,60,50,2,1,NULL
26045,60,50,2,1,NULL
26046,60,53,1,1,NULL
26047,60,53,1,1,NULL
26048,60,57,3,1,NULL
26049,60,59,4,1,NULL
26050,60,60,3,1,NULL
26051,60,60,4,1,NULL
26052,60,65,0,1,NULL
26053,60,79,0,1,NULL
26054,60,79,0,1,NULL
26055,60,80,1,1,NULL
26056,60,81,1,1,NULL
26057,60,87,2,1,NULL
26058,60,88,3,1,NULL
26059,60,88,3,1,NULL
26060,60,94,1,1,NULL
26061,60,95,0,1,NULL
26062,60,95,0,1,NULL
26063,60,96,3,1,NULL
26064,60,96,0,1,NULL
26065,60,1,0,2,NULL
26066,60,2,0,2,NULL
26067,60,3,4,2,NULL
26068,60,3,2,2,NULL
26069,60,5,3,2,NULL
26070,60,6,3,2,NULL
26071,60,7,1,2,NULL
26072,60,9,3,2,NULL
26073,60,9,4,2,NULL
26074,60,11,0,2,NULL
26075,60,11,1,2,NULL
26076,60,19,0,2,NULL
26077,60,21,1,2,NULL
26078,60,21,3,2,NULL
26079,60,23,1,2,NULL
26080,60,26,2,2,NULL
26081,60,28,0,2,NULL
26082,60,28,4,2,NULL
26083,60,30,0,2,NULL
26084,60,31,3,2,NULL
26085,60,34,4,2,NULL
26086,60,35,0,2,NULL
26087,60,38,1,2,NULL
26088,60,38,1,2,NULL
26089,60,40,2,2,NULL
26090,60,40,0,2,NULL
26091,60,42,3,2,NULL
26092,60,45,2,2,NULL
26093,60,45,3,2,NULL
26094,60,49,4,2,NULL
26095,60,52,0,2,NULL
26096,60,52,0,2,NULL
26097,60,56,0,2,NULL
26098,60,61,3,2,NULL
26099,60,61,4,2,NULL
26100,60,67,0,2,NULL
26101,60,67,0,2,NULL
26102,60,69,4,2,NULL
26103,60,69,2,2,NULL
26104,60,71,3,2,NULL
26105,60,74,4,2,NULL
26106,60,74,2,2,NULL
26107,60,76,0,2,NULL
26108,60,77,2,2,NULL
26109,60,77,1,2,NULL
26110,60,79,1,2,NULL
26111,60,79,0,2,NULL
26112,60,84,1,2,NULL
26113,60,84,1,2,NULL
26114,60,86,3,2,NULL
26115,60,86,3,2,NULL
26116,60,90,1,2,NULL
26117,60,90,0,2,NULL
26118,60,94,1,2,NULL
26119,60,94,0,2,NULL
26120,60,97,1,2,NULL
26121,60,99,4,2,NULL
26122,60,0,3,3,NULL
26123,60,2,1,3,NULL
26124,60,3,4,3,NULL
26125,60,5,2,3,NULL
26126,60,11,1,3,NULL
26127,60,12,4,3,NULL
26128,60,12,4,3,NULL
26129,60,13,1,3,NULL
26130,60,13,1,3,NULL
26131,60,14,1,3,NULL
26132,60,18,1,3,NULL
26133,60,20,1,3,NULL
26134,60,26,1,3,NULL
26135,60,26,4,3,NULL
26136,60,30,3,3,NULL
26137,60,35,2,3,NULL
26138,60,35,0,3,NULL
26139,60,36,3,3,NULL
26140,60,37,3,3,NULL
26141,60,37,0,3,NULL
26142,60,45,2,3,NULL
26143,60,45,2,3,NULL
26144,60,48,1,3,NULL
26145,60,48,1,3,NULL
26146,60,49,0,3,NULL
26147,60,49,1,3,NULL
26148,60,53,4,3,NULL
26149,60,53,3,3,NULL
26150,60,59,4,3,NULL
26151,60,59,0,3,NULL
26152,60,68,1,3,NULL
26153,60,68,2,3,NULL
26154,60,69,1,3,NULL
26155,60,75,1,3,37
26156,60,75,2,3,37
26157,60,75,4,3,37
26158,60,75,0,3,37
26159,60,75,4,3,37
26160,60,75,1,3,37
26161,60,75,1,3,37
26162,60,75,1,3,37
26163,60,75,4,3,37
26164,60,75,4,3,37
26165,60,75,4,3,37
26166,60,75,3,3,37
26167,60,75,1,3,37
26168,60,75,0,3,37
26169,60,75,1,3,37
26170,60,75,1,3,37
26171,60,75,1,3,37
26172,60,75,2,3,37
26173,60,75,1,3,37
26174,60,75,1,3,37
26175,60,75,3,3,37
26176,60,75,1,3,37
26177,60,75,4,3,37
26178,60,75,4,3,37
26179,60,75,0,3,37
26180,60,75,0,3,37
26181,60,75,3,3,37
26182,60,75,0,3,37
26183,60,75,4,3,37
26184,60,75,2,3,37
26185,60,75,4,3,37
26186,60,75,2,3,37
26187,60,75,4,3,37
26188,60,75,2,3,37
26189,60,75,1,3,37
26190,60,75,3,3,37
26191,60,75,3,3,37
26192,60,75,3,3,37
26193,60,75,4,3,37
26194,60,75,1,3,37
26195,60,75,3,3,37
26196,60,75,0,3,37
26197,60,75,1,3,37
26198,60,75,0,3,37
26199,60,75,0,3,37
26200,60,75,1,3,37
26201,60,75,0,3,37
26202,60,75,3,3,37
26203,60,75,1,3,37
26204,60,75,2,3,37
26205,60,75,1,3,37
26206,60,75,1,3,37
26207,60,75,2,3,37
26208,60,75,2,3,37
26209,60,75,3,3,37
26210,60,75,2,3,37
26211,60,75,2,3,37
26212,60,75,3,3,37
26213,60,75,4,3,37
26214,60,75,3,3,37
26215,60,75,4,3,37
26216,60,75,3,3,37
26217,60,75,2,3,37
26218,60,75,2,3,37
26219,60,75,3,3,37
26220,60,75,2,3,37
26221,60,75,1,3,37
26222,60,75,2,3,37
26223,60,75,3,3,37
26224,60,75,0,3,37
26225,60,75,0,3,37
26226,60,75,4,3,37
26227,60,75,2,3,37
26228,60,75,4,3,37
26229,60,75,4,3,37
26230,60,75,0,3,37
26231,60,75,1,3,37
26232,60,75,2,3,37
26233,60,75,2,3,37
26234,60,75,3,3,37
26235,60,75,0,3,37
26236,60,75,4,3,37
26237,60,75,0,3,37
26238,60,75,2,3,37
26239,60,75,1,3,37
26240,60,75,0,3,37
26241,60,75,0,3,37
26242,60,75,0,3,37
26243,60,75,0,3,37
26244,60,75,0,3,37
26245,60,75,3,3,37
26246,60,75,3,3,37
26247,60,75,1,3,37
26248,60,75,2,3,37
26249,60,75,4,3,37
26250,60,75,4,3,37
26251,60,75,4,3,37
26252,60,75,3,3,37
26253,60,75,2,3,37
26254,60,75,4,3,37
26255,60,75,0,3,37
26256,60,75,0,3,37
26257,60,75,4,3,37
26258,60,75,2,3,37
26259,60,75,4,3,37
26260,60,75,2,3,37
26261,60,75,4,3,37
26262,60,75,0,3,37
26263,60,75,4,3,37
26264,60,75,0,3,37
26265,60,75,1,3,37
26266,60,75,2,3,37
26267,60,75,4,3,37
26268,60,75,3,3,37
26269,60,75,4,3,37
26270,60,75,0,3,37
26271,60,75,4,3,37
26272,60,75,1,3,37
26273,60,75,3,3,37
26274,60,75,4,3,37
26275,60,75,0,3,37
26276,60,75,1,3,37
26277,60,75,3,3,37
26278,60,75,4,3,37
26279,60,75,4,3,37
26280,60,75,4,3,37
26281,60,75,2,3,37
26282,60,75,0,3,37
26283,60,75,1,3,37
26284,60,75,2,3,37
26285,60,75,0,3,37
26286,60,75,3,3,37
26287,60,75,1,3,37
26288,60,75,1,3,37
26289,60,75,4,3,37
26290,60,75,1,3,37
26291,60,75,1,3,37
26292,60,75,2,3,37
26293,60,75,3,3,37
26294,60,75,1,3,37
26295,60,75,0,3,37
26296,60,77,0,3,NULL
26297,60,77,2,3,NULL
26298,60,79,0,3,NULL
26299,60,80,2,3,NULL
26300,60,80,3,3,NULL
26301,60,85,2,3,NULL
26302,60,85,0,3,NULL
26303,60,88,2,3,NULL
26304,60,94,0,3,NULL
26305,60,94,0,3,NULL
26306,60,98,4,3,NULL
26307,60,99,1,3,NULL
26308,60,0,0,4,NULL
26309,60,0,3,4,NULL
26310,60,6,1,4,NULL
26311,60,8,2,4,NULL
26312,60,16,1,4,NULL
26313,60,16,3,4,NULL
26314,60,26,0,4,NULL
26315,60,27,2,4,NULL
26316,60,27,4,4,NULL
26317,60,34,3,4,NULL
26318,60,36,1,4,25
26319,60,36,3,4,25
26320,60,38,1,4,NULL
26321,60,40,1,4,NULL
26322,60,41,3,4,NULL
26323,60,48,4,4,NULL
26324,60,56,4,4,NULL
26325,60,61,1,4,NULL
26326,60,61,3,4,NULL
26327,60,65,3,4,NULL
26328,60,72,3,4,NULL
26329,60,74,2,4,NULL
26330,60,78,2,4,NULL
26331,60,78,4,4,NULL
26332,60,81,4,4,NULL
26333,60,81,0,4,NULL
26334,60,93,4,4,NULL
26335,60,93,3,4,NULL
26336,60,96,1,4,NULL
26337,60,96,2,4,NULL
26338,60,99,0,4,NULL
26339,60,99,4,4,NULL
26340,60,1,0,5,NULL
26341,60,1,1,5,NULL
26342,60,2,4,5,NULL
26343,60,2,0,5,NULL
26344,60,4,2,5,NULL
26345,60,4,0,5,NULL
26346,60,8,3,5,NULL
26347,60,12,1,5,NULL
26348,60,16,2,5,NULL
26349,60,16,3,5,NULL
26350,60,19,3,5,NULL
26351,60,23,2,5,NULL
26352,60,25,2,5,NULL
26353,60,25,3,5,NULL
26354,60,26,3,5,NULL
26355,60,28,4,5,NULL
26356,60,28,1,5,NULL
26357,60,34,0,5,NULL
26358,60,37,2,5,NULL
26359,60,37,0,5,NULL
26360,60,38,2,5,NULL
26361,60,38,3,5,NULL
26362,60,39,2,5,NULL
26363,60,39,1,5,NULL
26364,60,42,2,5,NULL
26365,60,42,4,5,NULL
26366,60,44,0,5,NULL
26367,60,44,0,5,NULL
26368,60,46,2,5,NULL
26369,60,49,3,5,NULL
26370,60,49,1,5,NULL
26371,60,56,3,5,NULL
26372,60,60,2,5,NULL
26373,60,60,4,5,NULL
26374,60,62,1,5,13
26375,60,62,3,5,13
26376,60,62,3,5,13
26377,60,62,4,5,13
26378,60,62,0,5,13
26379,60,62,4,5,13
26380,60,62,4,5,13
26381,60,62,2,5,13
26382,60,62,4,5,13
26383,60,62,4,5,13
26384,60,62,0,5,13
26385,60,62,2,5,13
26386,60,62,0,5,13
26387,60,62,2,5,13
26388,60,62,1,5,13
26389,60,62,3,5,13
26390,60,62,4,5,13
26391,60,62,2,5,13
26392,60,62,3,5,13
26393,60,62,3,5,13
26394,60,62,1,5,13
26395,60,62,4,5,13
26396,60,62,4,5,13
26397,60,62,2,5,13
26398,60,62,1,5,13
26399,60,62,3,5,13
26400,60,62,0,5,13
26401,60,62,0,5,13
26402,60,62,3,5,13
26403,60,62,1,5,13
26404,60,62,3,5,13
26405,60,62,4,5,13
26406,60,62,4,5,13
26407,60,62,3,5,13
26408,60,62,0,5,13
26409,60,62,3,5,13
26410,60,62,3,5,13
26411,60,62,2,5,13
26412,60,62,1,5,13
26413,60,62,3,5,13
26414,60,62,3,5,13
26415,60,62,4,5,13
26416,60,62,1,5,13
26417,60,62,1,5,13
26418,60,62,4,5,13
26419,60,62,3,5,13
26420,60,62,0,5,13
26421,60,62,4,5,13
26422,60,62,3,5,13
26423,60,62,3,5,13
26424,60,62,4,5,13
26425,60,62,2,5,13
26426,60,62,4,5,13
26427,60,62,2,5,13
26428,60,62,1,5,13
26429,60,62,3,5,13
26430,60,62,3,5,13
26431,60,62,1,5,13
26432,60,62,0,5,13
26433,60,62,3,5,13
26434,60,62,1,5,13
26435,60,62,0,5,13
26436,60,62,2,5,13
26437,60,62,2,5,13
26438,60,62,3,5,13
26439,60,62,3,5,13
26440,60,62,4,5,13
26441,60,62,2,5,13
26442,60,62,0,5,13
26443,60,62,0,5,13
26444,60,62,1,5,13
26445,60,62,3,5,13
26446,60,62,1,5,13
26447,60,62,1,5,13
26448,60,62,2,5,13
26449,60,62,1,5,13
26450,60,62,2,5,13
26451,60,62,2,5,13
26452,60,62,0,5,13
26453,60,62,0,5,13
26454,60,62,4,5,13
26455,60,62,4,5,13
26456,60,62,0,5,13
26457,60,62,2,5,13
26458,60,62,4,5,13
26459,60,62,4,5,13
26460,60,62,3,5,13
26461,60,62,0,5,13
26462,60,62,3,5,13
26463,60,62,1,5,13
26464,60,62,1,5,13
26465,60,62,1,5,13
26466,60,62,2,5,13
26467,60,62,3,5,13
26468,60,62,1,5,13
26469,60,62,1,5,13
26470,60,62,0,5,13
26471,60,62,4,5,13
26472,60,62,3,5,13
26473,60,62,2,5,13
26474,60,62,0,5,13
26475,60,62,0,5,13
26476,60,62,1,5,13
26477,60,62,2,5,13
26478,60,62,0,5,13
26479,60,62,4,5,13
26480,60,66,4,5,NULL
26481,60,68,1,5,NULL
26482,60,69,0,5,NULL
26483,60,69,3,5,NULL
26484,60,74,4,5,NULL
26485,60,74,3,5,NULL
26486,60,76,2,5,NULL
26487,60,76,0,5,NULL
26488,60,77,1,5,NULL
26489,60,79,2,5,NULL
26490,60,80,3,5,NULL
26491,60,80,3,5,NULL
26492,60,81,4,5,NULL
26493,60,83,2,5,NULL
26494,60,83,1,5,NULL
26495,60,84,4,5,NULL
26496,60,85,1,5,NULL
26497,60,89,3,5,NULL
26498,60,89,2,5,NULL
26499,60,93,1,5,NULL
26500,60,96,2,5,NULL
26501,60,99,0,5,NULL
26502,60,0,1,6,NULL
26503,60,0,4,6,NULL
26504,60,2,0,6,NULL
26505,60,2,1,6,NULL
26506,60,3,1,6,NULL
26507,60,3,0,6,NULL
26508,60,4,4,6,NULL
26509,60,8,3,6,NULL
26510,60,8,0,6,NULL
26511,60,12,2,6,NULL
26512,60,14,3,6,NULL
26513,60,17,4,6,NULL
26514,60,17,1,6,NULL
26515,60,22,2,6,NULL
26516,60,22,1,6,NULL
26517,60,28,2,6,NULL
26518,60,33,1,6,NULL
26519,60,35,4,6,NULL
26520,60,36,4,6,NULL
26521,60,36,2,6,NULL
26522,60,39,3,6,NULL
26523,60,47,3,6,NULL
26524,60,53,0,6,NULL
26525,60,53,2,6,NULL
26526,60,57,4,6,NULL
26527,60,57,1,6,NULL
26528,60,59,1,6,NULL
26529,60,60,2,6,NULL
26530,60,62,3,6,NULL
26531,60,67,3,6,NULL
26532,60,71,0,6,NULL
26533,60,72,2,6,NULL
26534,60,77,2,6,NULL
26535,60,77,2,6,NULL
26536,60,79,2,6,NULL
26537,60,79,1,6,NULL
26538,60,83,1,6,NULL
26539,60,86,0,6,NULL
26540,60,86,4,6,NULL
26541,60,87,4,6,NULL
26542,60,87,0,6,NULL
26543,60,95,4,6,NULL
26544,60,96,2,6,NULL
26545,60,96,0,6,NULL
26546,61,2,2,0,NULL
26547,61,8,1,0,NULL
26548,61,8,2,0,NULL
26549,61,15,2,0,NULL
26550,61,16,4,0,NULL
26551,61,16,1,0,NULL
26552,61,18,0,0,NULL
26553,61,31,1,0,NULL
26554,61,31,0,0,NULL
26555,61,35,2,0,NULL
26556,61,35,0,0,NULL
26557,61,37,4,0,NULL
26558,61,40,2,0,NULL
26559,61,40,4,0,NULL
26560,61,47,1,0,NULL
26561,61,47,3,0,NULL
26562,61,50,1,0,NULL
26563,61,50,0,0,NULL
26564,61,52,2,0,NULL
26565,61,56,0,0,NULL
26566,61,56,3,0,NULL
26567,61,57,3,0,NULL
26568,61,58,4,0,NULL
26569,61,58,0,0,NULL
26570,61,64,0,0,NULL
26571,61,69,3,0,NULL
26572,61,69,0,0,NULL
26573,61,74,3,0,NULL
26574,61,74,1,0,NULL
26575,61,75,1,0,NULL
26576,61,75,4,0,NULL
26577,61,77,2,0,NULL
26578,61,77,4,0,NULL
26579,61,82,3,0,NULL
26580,61,82,1,0,NULL
26581,61,84,2,0,NULL
26582,61,85,3,0,NULL
26583,61,85,4,0,NULL
26584,61,86,2,0,NULL
26585,61,86,1,0,NULL
26586,61,87,1,0,NULL
26587,61,87,2,0,NULL
26588,61,88,1,0,NULL
26589,61,88,2,0,NULL
26590,61,90,4,0,NULL
26591,61,91,0,0,NULL
26592,61,91,1,0,NULL
26593,61,5,3,1,NULL
26594,61,5,1,1,NULL
26595,61,11,0,1,NULL
26596,61,11,0,1,NULL
26597,61,13,2,1,NULL
26598,61,37,1,1,NULL
26599,61,37,0,1,NULL
26600,61,38,4,1,NULL
26601,61,38,0,1,NULL
26602,61,39,4,1,NULL
26603,61,39,2,1,NULL
26604,61,41,0,1,NULL
26605,61,41,4,1,NULL
26606,61,49,3,1,NULL
26607,61,53,4,1,NULL
26608,61,59,1,1,NULL
26609,61,65,3,1,NULL
26610,61,68,1,1,NULL
26611,61,70,3,1,NULL
26612,61,72,1,1,NULL
26613,61,72,1,1,NULL
